REF,Company Name,CompanyLocation_Country,Review Date,Bean Origin,ChocolateName,Cocoa_Percent,No_of_ingredients,Rating
2692,Great Lakes,U.S.A.,2021,Dominican Republic,"Duarte Province, El Cibao, batch 10",75,3,5
2158,Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",75,2,5
478,Bittersweet Origins,U.S.A.,2010,Indonesia,Bali,75,2,5
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,75,2,5
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,75,2,5
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,Kokoa Kamili,75,2,5
184,Theo,U.S.A.,2007,Ivory Coast,Ivory Coast,75,4,5
895,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,75,2,5
327,Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,Tanzania,75,2,5
572,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,75,2,5
2578,Videri,U.S.A.,2021,Guatemala,Chimelb,75,2,5
2138,La Chorena,U.S.A.,2018,Peru,Maranon,75,2,5
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,"Ghana, batch 021813",75,5,5
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75,3,5
2274,Parre Chocolat,U.S.A.,2019,Guatemala,Guatemala,75,3,5
457,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 75, Ghana, Domin. Rep",75,3,5
2326,Taste Artisan,U.S.A.,2019,Peru,Piura,75,3,5
2040,Harper Macaw,U.S.A.,2018,Brazil,Libiano,75,3,5
2578,Videri,U.S.A.,2021,Ecuador,Costas Esmeraldas,75,2,5
1860,Ritual,U.S.A.,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75,2,5
979,Rogue,U.S.A.,2012,Ecuador,"Camino Verde P., Balao, Guayas",75,2,5
1602,Arete,U.S.A.,2015,Brazil,Fazenda Camboa,75,2,5
1976,Johnny Iuzzini,U.S.A.,2017,Peru,"San Martin, Oro Verde",75,4,5
947,Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75,2,5
2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,75,3,5
1522,Chocovivo,U.S.A.,2015,Mexico,Tabasco,75,2,5
2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,75,3,5
959,Raaka,U.S.A.,2012,Madagascar,Madagascar,75,3,5
2154,Five (5)Mile,U.S.A.,2018,Belize,"Maya Mtn, batch 7C",75,2,5
2154,Five (5)Mile,U.S.A.,2018,Guatemala,"Monte Grande, batch 18",75,2,5
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",75,2,5
2638,Chokola,U.S.A.,2021,Bolivia,"Wild Tranquilidad, harvest 2018, batch 9",75,2,5
1193,Rogue,U.S.A.,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75,2,5
1700,twenty-four blackbirds,U.S.A.,2015,Ecuador,"Cedeno, lot 271",75,2,5
1602,Arete,U.S.A.,2015,Ecuador,Camino Verde,75,3,5
2542,Monsoon,U.S.A.,2021,Ecuador,"Esmeraldas, batch 9",75,2,5
1235,twenty-four blackbirds,U.S.A.,2014,Madagascar,"Madagascar, lot 137",75,2,5
1181,Ritual,U.S.A.,2013,Peru,"Maranon, Cajamarca, batch 002",75,2,5
233,Bittersweet Origins,U.S.A.,2008,Panama,Bocas del Toro,75,2,5
1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",75,3,5
141,Askinosie,U.S.A.,2007,Mexico,Xoconusco,75,2,5
2538,Potomac,U.S.A.,2021,Uganda,"Semuliki Forest, batch 20035",75,2,5
1852,Animas,U.S.A.,2016,Bolivia,Alto Beni,75,2,5
1708,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,75,3,5
2514,Chokola,U.S.A.,2020,Venezuela,"Chuao w/ nibs, 2017-2018 harvest, Batch 9",75,2,5
2258,Perrenial,U.S.A.,2018,Fiji,Fiji,75,3,5
2118,Primo Botanica,U.S.A.,2018,Peru,Choba Choba,75,2,5
1117,Middlebury,U.S.A.,2013,Dominican Republic,La Red,75,3,5
1502,Love Bar,U.S.A.,2015,Nicaragua,Nicaragua,75,2,5
2278,Parre Chocolat,U.S.A.,2019,Colombia,Colombia,75,3,5
1804,Cao,U.S.A.,2016,Venezuela,Porcelana,75,3,5
1490,Middlebury,U.S.A.,2015,Venezuela,"Patanemo, Epoch, Donaldo",75,3,5
1295,Noble Bean aka Jerjobo,U.S.A.,2014,Ghana,Ghana,75,4,5
2154,Casa,U.S.A.,2018,Blend,"Ecuador, Vietnam",75,2,5
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",75,2,5
793,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,75,4,5
2586,Animas,U.S.A.,2021,Guatemala,"Alta Verapaz, Cahabon & Lanquin regions, b. 4243",75,2,5
979,Ritual,U.S.A.,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75,2,5
777,Mast Brothers,U.S.A.,2011,Peru,San Martin,75,2,5
600,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,75,2,5
565,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75,2,5
2522,Cultura,U.S.A.,2020,Belize,"Maya Mountain, 2020 harvest, batch 20107",75,3,5
1708,Raaka,U.S.A.,2015,Congo,Virunga,75,3,5
793,Rogue,U.S.A.,2011,Bolivia,"Silvestre, Batch 1, 2011",75,2,5
1215,Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,75,2,5
2578,Videri,U.S.A.,2021,Dominican Republic,Zorzal,75,2,5
1026,twenty-four blackbirds,U.S.A.,2013,Bolivia,"Palos Blancos, batch 97",75,2,5
2638,Chokola,U.S.A.,2021,Tanzania,Kokoa Kamili,75,2,5
1752,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,75,2,5
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,75,3,5
1566,Rogue,U.S.A.,2015,Bolivia,"Tranquilidad, Batch 1",75,2,5
2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",75,3,5
1299,Noble Bean aka Jerjobo,U.S.A.,2014,Peru,Maranon Canyon,75,4,5
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,"Oko Caribe, San Fran. De Mac.,batch A",75,2,5
1748,Rogue,U.S.A.,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75,2,5
2274,Parre Chocolat,U.S.A.,2019,Dominican Republic,Dominican Republic,75,3,5
423,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,75,2,5
451,Taza,U.S.A.,2009,Mexico,Chiapan,75,3,5
1808,Cao,U.S.A.,2016,Bolivia,Bolivia,75,3,5
1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,75,3,5
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75,2,5
188,Theo,U.S.A.,2007,Blend,"Ghana, Panama, Ecuador",75,3,5
1205,Vintage Plantations,U.S.A.,2014,Peru,San Martin,75,6,5
1185,Fruition,U.S.A.,2013,Ecuador,Camino Verde,75,6,5
331,Patric,U.S.A.,2009,Madagascar,Madagascar,75,6,5
1022,Night Owl,U.S.A.,2013,Ecuador,Ecuador,75,6,5
2660,Seahorse,U.S.A.,2021,Trinidad,Gewan Gangaram,75,2,5
2554,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 4",75,7,5
1081,Rogue,U.S.A.,2013,Bolivia,"Silvestre, Batch 7, 2013",75,7,5
2008,Ritual,U.S.A.,2017,Mexico,Xoconusco,75,7,5
188,Scharffen Berger,U.S.A.,2007,Blend,Antilles (Trin/Gren/DR/Ven),75,7,5
565,Rogue,U.S.A.,2010,Peru,Piura,75,7,5
2118,Primo Botanica,U.S.A.,2018,Tanzania,Kokoa Kamili,75,7,5
1227,Videri,U.S.A.,2014,Ecuador,Mindo,75,7,5
1022,Night Owl,U.S.A.,2013,Peru,Peru,75,7,5
1490,Middlebury,U.S.A.,2015,Dominican Republic,Oko Caribe,75,7,5
1211,Videri,U.S.A.,2014,Trinidad,Trinidad,75,7,5
1700,twenty-four blackbirds,U.S.A.,2015,Dominican Republic,Oko Caribe,75,7,5
887,Middlebury,U.S.A.,2012,Bolivia,Alto Beni,75,7,5
1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75,6,5
682,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,75,6,5
1916,Wm,U.S.A.,2016,Ghana,"Ghana, 2013, batch 129",75,6,5
2514,Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",75,6,5
1359,Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75,6,5
1089,Ritual,U.S.A.,2013,Belize,"Toledo District, Maya, batch 001",75,6,5
2262,Taste Artisan,U.S.A.,2019,Venezuela,"Chuao, batch 20170714C",75,6,5
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70,6,5
2100,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70,6,5
2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70,6,5
1395,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70,6,5
2088,Bitacora,Venezuela,2018,Venezuela,Merida,70,6,5
1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70,6,5
2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70,6,5
911,Franceschi,Venezuela,2012,Venezuela,Canoabo,70,5,5
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70,5,5
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70,5,5
2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70,5,5
1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70,5,5
1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,70,5,5
2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72,5,5
1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74,5,5
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74,5,5
206,El Rey,Venezuela,2008,Venezuela,Carenero Superior,74,5,5
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75,5,5
2278,Cacao de Origen,Venezuela,2019,Venezuela,Barlovento,75,5,5
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75,5,5
2238,Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75,5,5
1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75,5,5
845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70,5,5
2286,Tala,Vietnam,2019,Vietnam,Vietnam,70,5,5
2648,Belvie,Vietnam,2021,Vietnam,"Ben Tre, batch 70301",70,5,5
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70,5,5
741,Grand Place,Vietnam,2011,Vietnam,"Ben Tre, Dong Nai",72,5,5
845,Marou,Vietnam,2012,Vietnam,Dong Nai,72,5,5
955,Marou,Vietnam,2012,Vietnam,Lam Dong,74,5,5
1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75,5,5
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75,5,5
2190,Belvie,Vietnam,2018,Vietnam,Lam Dong,75,5,5
2286,Tala,Vietnam,2019,Vietnam,Vietnam,75,5,5
